text,discourse_relation
can anyone trade clay for ore,elaboration
"crap,",elaboration
"When they had dined, the table was carried away, and the cat said, Now, Hans, come and dance with me.",elaboration
"Tears stood in his eyes, and glistened on his cheeks; he carried a great book and the binding was of velvet, with silver clasps.",elaboration
"An hour or two afterwards the landlord got up, and took his handkerchief to wipe his face, but the pin ran into him and pricked him: then he walked into the kitchen to light his pipe at the fire, but when he stirred it up the eggshells flew into his eyes, and almost blinded him.",elaboration
"And he thought it over and over, but it would not do, and so he had recourse to magic.",elaboration
"The emperor undressed, and the swindlers pretended to put the new suit upon him, one piece after another; and the emperor looked at himself in the glass from every side.",elaboration
"It could only be used by one object at a time, which was a good thing, as a number speaking at once would have caused great confusion.",elaboration
yay,elaboration
"When some time had passed in this manner, the Queen began to speak in the night, and said---",elaboration
raefbrisbin made an offer to trade 1 clay for 1 ore.,elaboration
ok it worked,elaboration
does anyone want to give me an ore?,elaboration
anyone want clay?,elaboration
"And the Lord fulfilled his wish, and changed their old house into a new one, again gave them his blessing, and went on.",elaboration
"The King was hunting too, and heard that and went thither, and when he met the youth, he said, Who has given thee leave to hunt here?",elaboration
"So the messengers came home, and had had all their trouble for nothing.",elaboration
"The old woman was as good as her word: she never spoke angrily to her, and gave her roast and boiled meats every day.",elaboration
would anyone like wheat?,elaboration
wheat,elaboration
When she went home the mouse inquired: And what was the child christened?,elaboration
"Immediately the severed parts joined themselves together, the snake moved, and became alive again, and both of them hastened away together.",elaboration
Where indeed were they?,elaboration
"Clay for wheat, anyone?",elaboration
"Red-Cap did not know what a wicked creature he was, and was not at all afraid of him.",elaboration
amanda has more,elaboration
"He was quite pleased when he looked out and saw large drops of rain, splashing in the pond--",elaboration
"High-born! said the darning-needle, no indeed, but so haughty.",elaboration
"And as she lay there dead, the young King remembered what he had been obliged to promise, and was horrified at having to lie down alive in the grave, but there was no escape.",elaboration
i just want some wood,elaboration
Always feel a bit,elaboration
"The boy never forgot what his mother told him, and the tones of the old bell reverberated in his heart till he reached manhood.",elaboration
"Marcus, what time is good to come to your office?",elaboration
"In the meantime, there arrived from the next town a lady; she had a pug dog with her, and came, she said, to dispose of shares in her tan-yard.",elaboration
william made an offer to trade 1 wheat for 1 ore.,elaboration
"Red-Cap did not know what a wicked creature he was, and was not at all afraid of him.",elaboration
"He could exist here, he said, well enough.",elaboration
"You are a true successor of Thorwalsden, she said to Alfred; and it seemed to him as if, in this instance, mamma had said a clever thing.",elaboration
I lost..,elaboration
You shall never suffer hunger or want.,elaboration
"Ah, indeed, there was no one who thought or supposed, not even the old church bell which had been the first to sound and chime for him, that he would be the first to sing the beautiful song of The Bell.",elaboration
"What writest thou on yonder smooth parchment, sealing it with thy seal, and intrusting it to the horsemen and servants, who ride away, far away, to the city of the Pope?",elaboration
"The mother was like a fountain of questions; and the daughter, who listened but never spoke, might have passed for the beautiful maid of the fountain.",elaboration
"The whole bundle of paper had been placed on the fire, and was soon alight.",elaboration
"There were so many people in the streets, that he thought that the shield was being carried.",elaboration
"And when she came home she drank, in her gladness of heart, a draught of wine, and as wine excites a desire to eat, she tasted the best of whatever she was cooking until she was satisfied, and said: The cook must know what the food is like.",elaboration
"Father, I have learnt what the dogs say when they bark.",elaboration
"The marsh will bear horse and rider, the bishop with his priests and armed men.",elaboration
do they live in a flat?,elaboration
"anyone to trade an ore,",elaboration
>>> sabercat has won the game with 10 points.,elaboration
i can give wheat for clay,elaboration
"It happened that soon afterwards the King came into the village, and no one knew that he was the King, and when he asked the people what news there was, they answered, A child has just been born with a caul on; whatever any one so born undertakes turns out well.",elaboration
anyone would give me clay?,elaboration
"He stood still on tiptoe, peeping in, till the light went out in the garret.",elaboration
have just the one,elaboration
clay,elaboration
"This shall be my last pleasure, thought he, pulled it out, lit it at the blue light and began to smoke.",elaboration
"I am a hen from Kjoge, and then she told him how many inhabitants the town contained, and about a battle that had been fought there, which really was not worth speaking of.",elaboration
clay?,elaboration
"She had been sitting in her arm-chair, telling us a long, beautiful tale; and when it was finished, she said she was tired, and leaned her head back to sleep awhile.",elaboration
anyone have a sheep?,elaboration
Euan gets 1 ore.,elaboration
"And the one, which he had found on a tree was called Fundevogel, because a bird had carried it away.",elaboration
zorburt made an offer to trade 1 clay for 1 sheep.,elaboration
"Then her friend the bird flew out of the tree, and brought a gold and silver dress for her, and slippers of spangled silk; and she put them on, and followed her sisters to the feast.",elaboration
"Then Chanticleer was very sorry, and cried bitterly; and all the beasts came and wept with him over poor Partlet.",elaboration
